time,open,high,low,close,volume,ticker
2016-09-19,73820,73820,71590,71700,3028480,VNM
2016-09-20,71590,71700,70120,71700,2676170,VNM
2016-09-21,72240,73220,72240,72640,1460260,VNM
2016-09-22,72750,73540,72330,72330,952970,VNM
2016-09-23,72130,74010,71970,73820,1718800,VNM
2016-09-26,73860,74390,73600,74340,1518050,VNM
2016-09-27,74290,74550,73820,73820,1074130,VNM
2016-09-28,74070,74170,73450,73820,1476100,VNM
2016-09-29,73820,74290,73660,73820,2074740,VNM
2016-09-30,73820,74290,73820,73820,989150,VNM
2016-10-03,74290,74290,73920,74070,1069050,VNM
2016-10-04,74070,74750,73860,74070,1378590,VNM
2016-10-05,74340,74550,74010,74010,821370,VNM
2016-10-06,74010,75070,74010,74870,1526360,VNM
2016-10-07,74870,75190,74120,74650,1175020,VNM
2016-10-10,74650,74650,73860,73860,742680,VNM
2016-10-11,73820,74340,72330,74070,2006450,VNM
2016-10-12,74070,74600,73820,74600,1243190,VNM
2016-10-13,74390,75130,74390,74870,771080,VNM
2016-10-14,74870,76340,74870,75920,2094790,VNM
2016-10-17,75550,76030,74920,74980,711870,VNM
2016-10-18,74980,75920,74810,75920,877320,VNM
2016-10-19,75500,77230,75440,76970,1959520,VNM
2016-10-20,76970,77230,76170,76400,855020,VNM
2016-10-21,76450,76920,75980,76030,585660,VNM
2016-10-24,76030,76030,74340,74340,1645610,VNM
2016-10-25,74340,74750,74070,74340,1247450,VNM
2016-10-26,74340,74600,74290,74390,405530,VNM
2016-10-27,74550,75130,74390,75130,378630,VNM
2016-10-28,75130,75980,74870,75550,833450,VNM
2016-10-31,75390,75700,74870,74870,354450,VNM
2016-11-01,75390,75390,74550,74810,560760,VNM
2016-11-02,74810,75190,74390,74390,803900,VNM
2016-11-03,74340,74550,74170,74550,1438620,VNM
2016-11-04,74550,74810,74070,74290,1048780,VNM
2016-11-07,74340,74390,73860,73920,1259230,VNM
2016-11-08,74070,74290,73970,74010,487900,VNM
2016-11-09,73920,73970,72020,73820,2730910,VNM
2016-11-10,74070,74500,74010,74340,970990,VNM
2016-11-11,74340,74450,74070,74070,789590,VNM
2016-11-14,73820,73970,72810,72870,1635670,VNM
2016-11-15,72810,73340,72330,72390,1937180,VNM
2016-11-16,72390,73390,72390,73280,1694320,VNM
2016-11-17,73280,73450,73120,73280,876780,VNM
2016-11-18,72810,73020,72330,72330,1269760,VNM
2016-11-21,72750,73220,72700,73020,972500,VNM
2016-11-22,73070,74290,73070,74170,1242000,VNM
2016-11-23,74170,74230,73180,73280,903770,VNM
2016-11-24,73220,73220,71970,72070,2085820,VNM
2016-11-25,72070,72130,70490,70900,2750970,VNM
2016-11-28,70650,70650,67740,68130,3125070,VNM
2016-11-29,69070,70960,68790,70810,2857650,VNM
2016-11-30,71180,74870,70650,72750,5410310,VNM
2016-12-01,72810,72870,71290,71290,1458640,VNM
2016-12-02,71180,71970,70760,71180,1698140,VNM
2016-12-05,71380,71530,70900,71180,1059840,VNM
2016-12-06,71180,71180,70550,70650,921260,VNM
2016-12-07,70280,70320,69490,69860,2071090,VNM
2016-12-08,71340,71810,70960,71290,2784980,VNM
2016-12-09,71440,72130,71180,71590,1512330,VNM
2016-12-12,69860,70810,69860,70490,1685520,VNM
2016-12-13,70490,71180,69070,69070,1451120,VNM
2016-12-14,69070,69700,68540,68960,1192770,VNM
2016-12-15,68740,68790,66900,67280,2740830,VNM
2016-12-16,67490,68490,67490,68490,1677380,VNM
2016-12-19,68790,69020,67740,67900,618600,VNM
2016-12-20,67740,67850,65530,65690,3022290,VNM
2016-12-21,65370,66800,64060,66480,2363690,VNM
2016-12-22,66480,66960,64900,64900,1433510,VNM
2016-12-23,64900,65370,64099,65370,1446200,VNM
2016-12-26,65370,65640,64379,64580,625660,VNM
2016-12-27,64540,66010,64379,65910,1728320,VNM
2016-12-28,66430,66860,65910,66430,1060440,VNM
2016-12-29,68440,68540,67640,67800,1999150,VNM
2016-12-30,67800,67800,66110,66210,1065850,VNM
2017-01-03,66210,66960,66210,66800,652370,VNM
2017-01-04,66960,67280,66860,66900,659370,VNM
2017-01-05,67020,67020,66540,66800,822360,VNM
2017-01-06,66800,67280,66430,66430,1371760,VNM
2017-01-09,66800,66860,66430,66430,911300,VNM
2017-01-10,66430,66700,66430,66480,915320,VNM
2017-01-11,66580,67060,66540,66960,838220,VNM
2017-01-12,66960,67170,66740,66960,474780,VNM
2017-01-13,66960,67110,66700,66900,612600,VNM
2017-01-16,66960,67020,66640,66700,602630,VNM
2017-01-17,66800,66800,66480,66480,582380,VNM
2017-01-18,66430,66540,66010,66430,852000,VNM
2017-01-19,66580,66580,66380,66430,862790,VNM
2017-01-20,66430,67640,66430,66960,1594930,VNM
2017-01-23,66960,68070,66960,67490,1825560,VNM
2017-01-24,68010,68130,67490,67490,932170,VNM
2017-01-25,67490,68130,67490,68010,1485910,VNM
2017-02-02,68270,70320,68010,70120,1700550,VNM
2017-02-03,71130,72180,70380,70590,1608110,VNM
2017-02-06,70710,70760,70000,70230,1331990,VNM
2017-02-07,70230,70810,69860,70550,738710,VNM
2017-02-08,70550,70850,70380,70590,448850,VNM
2017-02-09,70810,70900,70650,70710,814060,VNM
2017-02-10,70710,70710,70490,70550,2093370,VNM
2017-02-13,70550,70650,70320,70550,694280,VNM
2017-02-14,70550,70590,69970,70060,673070,VNM
2017-02-15,70120,70230,70000,70120,862020,VNM
2017-02-16,70120,70320,69370,69600,666900,VNM
2017-02-17,69600,69660,68440,68540,953520,VNM
2017-02-20,68540,68850,68540,68540,484790,VNM
2017-02-21,68540,69220,68170,68690,817670,VNM
2017-02-22,68690,69180,68640,68740,590120,VNM
2017-02-23,68740,68790,68070,68690,613250,VNM
2017-02-24,68540,69540,68270,69540,1319730,VNM
2017-02-27,69600,69920,69490,69490,759760,VNM
2017-02-28,69490,69540,69020,69270,769690,VNM
2017-03-01,68900,69430,68900,68960,587180,VNM
2017-03-02,68960,68960,68390,68390,482040,VNM
2017-03-03,68390,68590,68170,68490,508470,VNM
2017-03-06,68390,69070,68270,69020,736590,VNM
2017-03-07,68540,68960,68490,68540,444700,VNM
2017-03-08,68540,69370,68540,68850,639360,VNM
2017-03-09,69020,69020,68740,68790,409260,VNM
2017-03-10,68790,68850,68490,68490,427360,VNM
2017-03-13,68540,68850,68390,68390,342480,VNM
2017-03-14,68440,69020,68440,68900,489770,VNM
2017-03-15,68960,70120,68900,70120,1182810,VNM
2017-03-16,70120,70850,70120,70650,905990,VNM
2017-03-17,70710,70960,70430,70650,1035520,VNM
2017-03-20,70230,71070,69810,70590,730260,VNM
2017-03-21,70380,71700,70380,71490,819240,VNM
2017-03-22,71340,73120,71340,72020,1472340,VNM
2017-03-23,72020,74010,72020,73920,2051790,VNM
2017-03-24,74230,74870,74170,74700,1083750,VNM
2017-03-27,75340,75820,74600,74870,1066240,VNM
2017-03-28,75240,75390,73280,74230,1026200,VNM
2017-03-29,73860,74870,73820,74750,773630,VNM
2017-03-30,74750,75920,74750,75920,1175100,VNM
2017-03-31,76290,76500,75550,75550,1382240,VNM
2017-04-03,75550,76230,75550,76090,802030,VNM
2017-04-04,76090,76090,75700,75920,1063990,VNM
2017-04-05,75650,75920,75130,75590,788830,VNM
2017-04-07,74700,75500,74500,75190,905370,VNM
2017-04-10,75190,75290,74810,75190,604270,VNM
2017-04-11,75190,75760,75130,75650,465400,VNM
2017-04-12,75920,76140,75590,75920,758300,VNM
2017-04-13,75650,75860,75440,75440,322970,VNM
2017-04-14,75190,75390,74230,74700,622350,VNM
2017-04-17,74170,75190,74170,74870,884170,VNM
2017-04-18,74920,76230,74870,76140,1900380,VNM
2017-04-19,76140,76920,76140,76650,968630,VNM
2017-04-20,76710,76710,76230,76400,427660,VNM
2017-04-21,76400,76610,76030,76290,445370,VNM
2017-04-24,76030,76290,75650,75920,562400,VNM
2017-04-25,75820,75820,75340,75590,472730,VNM
2017-04-26,75590,75860,75130,75860,272660,VNM
2017-04-27,76030,77230,75820,77230,1185660,VNM
2017-04-28,77510,78340,77340,78020,1414090,VNM
2017-05-03,78080,78400,78080,78190,879460,VNM
2017-05-04,78190,79260,77960,78990,999850,VNM
2017-05-05,78460,78870,77960,77960,524400,VNM
2017-05-08,77960,78020,77180,77610,813270,VNM
2017-05-09,77560,77560,76210,76600,937160,VNM
2017-05-10,76380,77390,76210,76800,643400,VNM
2017-05-11,77020,77020,76540,76860,465950,VNM
2017-05-12,76860,77280,76650,77020,594730,VNM
2017-05-15,77120,77280,76270,76540,820620,VNM
2017-05-16,76600,76800,76320,76320,531270,VNM
2017-05-17,76320,78460,76320,78190,1231010,VNM
2017-05-18,76860,77920,76860,77660,580440,VNM
2017-05-19,77660,78720,77500,78670,816280,VNM
2017-05-22,78670,79990,78610,79950,1210850,VNM
2017-05-23,79950,80850,79950,80580,730180,VNM
2017-05-24,80580,80800,79790,80580,702140,VNM
2017-05-25,80580,80580,79620,79790,619520,VNM
2017-05-26,79510,80850,79510,80850,427910,VNM
2017-05-29,80850,81000,80530,80690,356250,VNM
2017-05-30,80530,80630,79400,79620,460930,VNM
2017-05-31,79790,81000,79570,79620,1328060,VNM
2017-06-01,80320,80800,79830,80800,597180,VNM
2017-06-02,80320,80850,79890,80270,496020,VNM
2017-06-05,80270,82700,80270,81750,749080,VNM
2017-06-06,81800,82340,81750,82010,239400,VNM
2017-06-07,82170,82230,81390,81920,740420,VNM
2017-06-08,81920,81920,81590,81700,207740,VNM
2017-06-09,81860,81920,81640,81750,329670,VNM
2017-06-12,81750,81800,81110,81220,505720,VNM
2017-06-13,81160,81160,80630,81000,636190,VNM
2017-06-14,81000,81750,80940,81640,536000,VNM
2017-06-15,81640,82060,81540,81800,414540,VNM
2017-06-16,82440,82440,81390,81390,1161370,VNM
2017-06-19,81480,82120,81430,82120,740530,VNM
2017-06-20,82120,82120,81220,81390,894760,VNM
2017-06-21,81160,81800,80580,81800,912700,VNM
2017-06-22,81430,81800,81270,81330,244120,VNM
2017-06-23,81330,81430,81160,81390,344920,VNM
2017-06-26,81390,81640,81000,81590,267450,VNM
2017-06-27,81590,81750,81540,81640,542230,VNM
2017-06-28,81640,82700,81640,82650,918320,VNM
2017-06-29,82700,82930,82340,82340,312720,VNM
2017-06-30,82340,83980,82340,83820,1344660,VNM
2017-07-03,83720,84040,83340,83510,562340,VNM
2017-07-04,83400,83450,83030,83240,324350,VNM
2017-07-05,83030,83340,82930,83290,438550,VNM
2017-07-06,83820,84140,83340,83780,549800,VNM
2017-07-07,83930,84040,82010,82010,976360,VNM
2017-07-10,82290,82290,80420,80690,992910,VNM
2017-07-11,80690,81390,80690,81390,518150,VNM
2017-07-12,81750,82930,81270,82650,541660,VNM
2017-07-13,83510,83510,82980,83130,500840,VNM
2017-07-14,83130,83130,82440,82490,690430,VNM
2017-07-17,81920,82440,80630,80800,553330,VNM
2017-07-18,80850,81390,80320,80850,637870,VNM
2017-07-19,81390,82120,81220,81390,375820,VNM
2017-07-20,80850,81330,80800,80850,727990,VNM
2017-07-21,80420,80850,80420,80580,464940,VNM
2017-07-24,80360,80850,79790,80740,704570,VNM
2017-07-25,80580,80850,80420,80740,175170,VNM
2017-07-26,80850,81750,80800,81390,338260,VNM
2017-07-27,81390,81390,81220,81330,214220,VNM
2017-07-28,81390,81430,81330,81390,342150,VNM
2017-07-31,81390,81390,81110,81160,682960,VNM
2017-08-01,81160,81160,80360,80360,811580,VNM
2017-08-02,80360,81110,80360,81060,1066000,VNM
2017-08-03,81480,82060,81390,81920,702810,VNM
2017-08-04,81920,82060,81800,81920,290860,VNM
2017-08-07,81920,81920,81390,81750,384100,VNM
2017-08-08,81750,81750,80740,80850,1197600,VNM
2017-08-09,80850,80850,78930,79790,1116820,VNM
2017-08-10,79790,80740,79790,80580,392360,VNM
2017-08-11,80320,80850,79790,80580,691600,VNM
2017-08-14,80580,80580,80210,80420,927460,VNM
2017-08-15,80420,80580,79780,79780,537150,VNM
2017-08-16,79610,79610,78490,79250,427170,VNM
2017-08-17,79250,80090,78970,79940,842250,VNM
2017-08-18,79560,80270,79560,80150,355880,VNM
2017-08-21,80210,80210,79990,79990,247430,VNM
2017-08-22,80040,80040,79610,79780,418410,VNM
2017-08-23,79720,79780,79380,79780,403240,VNM
2017-08-24,79560,79780,79560,79670,244450,VNM
2017-08-25,79780,79780,79560,79780,274610,VNM
2017-08-28,79780,79780,79340,79670,323280,VNM
2017-08-29,79500,79670,79190,79250,670760,VNM
2017-08-30,79250,79560,79250,79500,515460,VNM
2017-08-31,79780,80850,79670,79720,591080,VNM
2017-09-01,79990,81400,79990,81400,549830,VNM
2017-09-05,81400,82080,81170,81970,860140,VNM
2017-09-06,81870,81870,80940,81120,325420,VNM
2017-09-07,80940,80940,80270,80310,433550,VNM
2017-09-08,80040,80360,79940,80090,303590,VNM
2017-09-11,80090,80090,79610,79720,664250,VNM
2017-09-12,79380,79780,79340,79560,676440,VNM
2017-09-13,79610,79610,79500,79610,991330,VNM
2017-09-14,79500,79720,79500,79670,805690,VNM
2017-09-15,79440,79670,79290,79500,1520080,VNM
2017-09-18,79250,80580,79250,80040,555240,VNM
2017-09-19,80040,80150,79720,79720,343070,VNM
2017-09-20,79720,80150,79500,79990,367110,VNM
2017-09-21,79780,79780,79500,79500,741410,VNM
2017-09-22,79500,79780,79340,79340,353760,VNM
2017-09-25,79340,79500,79090,79500,254360,VNM
2017-09-26,79500,79830,79340,79560,338160,VNM
2017-09-27,79500,79780,79440,79500,310820,VNM
2017-09-28,79500,80040,79440,80040,440360,VNM
2017-09-29,80040,81120,79990,80150,996610,VNM
2017-10-02,80090,80310,79720,79780,297110,VNM
2017-10-03,79830,79830,79340,79440,634960,VNM
2017-10-04,79340,79780,79340,79780,305930,VNM
2017-10-05,79830,80360,79670,80040,465810,VNM
2017-10-06,80360,80740,80040,80040,910760,VNM
2017-10-09,80040,80150,79560,79990,146010,VNM
2017-10-10,79610,79940,79610,79780,396010,VNM
2017-10-11,79780,79940,79610,79780,626740,VNM
2017-10-12,79780,79830,79500,79500,397590,VNM
2017-10-13,79500,80270,79500,80270,500040,VNM
2017-10-16,80530,80630,79830,79830,681780,VNM
2017-10-17,79830,80150,79780,80090,398020,VNM
2017-10-18,80040,80360,80040,80040,385670,VNM
2017-10-19,80040,80040,79780,79940,387120,VNM
2017-10-20,79830,79940,79780,79780,260000,VNM
2017-10-23,79780,79780,79380,79500,589480,VNM
2017-10-24,79500,80040,79290,80040,676220,VNM
2017-10-25,80040,80890,80040,80850,904450,VNM
2017-10-26,80890,81600,80890,81550,974570,VNM
2017-10-27,81650,81870,81550,81870,768310,VNM
2017-10-30,81970,81970,81440,81600,557510,VNM
2017-10-31,81550,81600,81120,81120,962120,VNM
2017-11-01,81120,83530,81120,83260,1499790,VNM
2017-11-02,83260,84760,82840,83750,1117310,VNM
2017-11-03,83750,83810,82460,83370,469800,VNM
2017-11-06,83370,84870,83370,84870,1120090,VNM
2017-11-07,84870,85140,84350,84760,561000,VNM
2017-11-08,84760,86260,84760,86060,2431670,VNM
2017-11-09,86060,87570,85580,87290,2051860,VNM
2017-11-10,87190,93360,87030,93360,9270450,VNM
2017-11-13,94000,99480,93480,99120,4495140,VNM
2017-11-14,97230,97880,94000,96700,1489540,VNM
2017-11-15,94440,98840,94440,97670,1215870,VNM
2017-11-16,97230,98840,96800,98410,637980,VNM
2017-11-17,98410,98800,97880,98410,645550,VNM
2017-11-20,97780,100780,97500,100460,964830,VNM
2017-11-21,100460,105130,100460,101540,1128220,VNM
2017-11-22,101430,101540,96700,99330,1829730,VNM
2017-11-23,99330,101540,97830,99330,664960,VNM
2017-11-24,97500,99930,97290,99380,678800,VNM
2017-11-27,98840,99650,98360,99380,693370,VNM
2017-11-28,98310,99380,98310,99380,380450,VNM
2017-11-29,98840,99590,98840,99380,464670,VNM
2017-11-30,99380,101790,99330,100300,1076240,VNM
2017-12-01,100460,105300,100460,105300,1252580,VNM
2017-12-04,105300,110180,105300,109050,1419300,VNM
2017-12-05,109050,110120,106360,106900,710070,VNM
2017-12-06,104760,105830,100570,104760,949920,VNM
2017-12-07,105240,106320,99930,99930,1188910,VNM
2017-12-08,99930,103790,99930,101040,839440,VNM
2017-12-11,101540,104320,101040,102610,843650,VNM
2017-12-12,103950,104710,102070,104490,757020,VNM
2017-12-13,104490,104970,103400,104650,652890,VNM
2017-12-14,105020,107960,104760,107960,837490,VNM
2017-12-15,107960,107960,104760,105830,1865860,VNM
2017-12-18,107960,110390,106580,110120,1218260,VNM
2017-12-19,110120,110610,109050,109050,1086070,VNM
2017-12-20,107960,109970,107430,108520,554110,VNM
2017-12-21,107960,109970,107960,109530,467120,VNM
2017-12-22,109050,109580,108520,109000,442910,VNM
2017-12-25,108570,108940,107330,107430,377420,VNM
2017-12-26,107430,109000,107230,109000,415160,VNM
2017-12-27,109970,110390,109580,110120,754980,VNM
2017-12-28,110660,110940,110120,110780,652970,VNM
2017-12-29,109860,114730,109860,112610,893540,VNM
2018-01-02,113910,114390,112610,114170,372760,VNM
2018-01-03,115270,116060,114490,115470,557370,VNM
2018-01-04,115040,116060,115040,115950,704350,VNM
2018-01-05,115520,116060,114730,115270,518860,VNM
2018-01-08,114990,114990,112560,113360,674800,VNM
2018-01-09,113420,114450,111480,111750,810590,VNM
2018-01-10,110780,113910,110780,113910,902750,VNM
2018-01-11,114450,114450,112880,113360,794780,VNM
2018-01-12,113300,113910,112980,113300,585640,VNM
2018-01-15,112820,113100,112290,112560,405160,VNM
2018-01-16,112450,112560,111840,112450,701460,VNM
2018-01-17,108570,112290,107960,108570,891480,VNM
2018-01-18,107960,110990,107690,110990,921800,VNM
2018-01-19,111420,113040,110990,110990,1094050,VNM
2018-01-22,111750,114280,111210,114220,1031780,VNM
2018-01-25,112820,114330,111750,111750,1059420,VNM
2018-01-26,111790,114550,111790,114330,672410,VNM
2018-01-29,114330,114450,111480,111480,573230,VNM
2018-01-30,110120,110660,109530,110390,843170,VNM
2018-01-31,109260,112020,108570,109860,1120270,VNM
2018-02-01,110120,111530,108510,109580,451270,VNM
2018-02-02,108770,111750,108770,111750,677340,VNM
2018-02-05,109320,110660,108880,109640,504920,VNM
2018-02-06,103650,109040,102300,106840,1484810,VNM
2018-02-07,110030,110030,108070,108130,507670,VNM
2018-02-08,107960,108130,106020,106390,234230,VNM
2018-02-09,102570,103650,100940,103120,856530,VNM
2018-02-12,102030,103650,102030,103650,970250,VNM
2018-02-13,103650,105280,103650,104460,541650,VNM
2018-02-21,106840,109700,104730,109700,649890,VNM
2018-02-22,109700,109700,107470,108510,449840,VNM
2018-02-23,109580,109860,107410,109040,481780,VNM
2018-02-26,109040,110120,107960,107960,889620,VNM
2018-02-27,109040,109040,106890,107960,457260,VNM
2018-02-28,107410,107750,105820,105820,886780,VNM
2018-03-01,105820,107410,105820,105820,732890,VNM
2018-03-02,105820,107690,105280,107590,412780,VNM
2018-03-05,107870,110660,107150,109260,712070,VNM
2018-03-06,109260,109860,107530,109040,786240,VNM
2018-03-07,108570,113360,108570,111260,1981110,VNM
2018-03-08,111750,112980,111750,112820,592410,VNM
2018-03-09,112820,113690,112290,112290,1021150,VNM
2018-03-12,112560,113750,111210,111210,828230,VNM
2018-03-13,111210,113910,111210,113360,1265790,VNM
2018-03-14,113360,115520,112930,114990,1133180,VNM
2018-03-15,114990,114990,113260,113470,623080,VNM
2018-03-16,113910,115520,112820,115520,1730500,VNM
2018-03-19,115790,115790,113640,114450,801280,VNM
2018-03-20,114450,114450,112820,112820,684730,VNM
2018-03-21,112820,113950,112820,112820,907550,VNM
2018-03-22,114390,114390,112820,112820,478650,VNM
2018-03-23,111260,112290,110720,111750,685220,VNM
2018-03-26,111750,113640,111530,112560,643500,VNM
2018-03-27,113360,115900,112820,114990,1660410,VNM
2018-03-28,114990,115520,113910,113910,585030,VNM
2018-03-29,113910,114070,111750,111750,758530,VNM
2018-03-30,111750,111750,108570,109580,1529690,VNM
2018-04-02,109320,109530,107150,107810,1768080,VNM
2018-04-03,107960,108240,103980,104570,2017950,VNM
2018-04-04,104570,107960,104570,107960,991130,VNM
2018-04-05,107960,107960,105700,106500,452710,VNM
2018-04-06,106450,107810,106350,107000,621180,VNM
2018-04-09,107410,107530,106350,106790,699250,VNM
2018-04-10,106790,106790,105280,106350,1093850,VNM
2018-04-11,105820,106620,105490,105820,846970,VNM
2018-04-12,106080,106240,105490,105960,751180,VNM
2018-04-13,106350,106350,105550,105640,727110,VNM
2018-04-16,105640,105640,102570,102570,653380,VNM
2018-04-17,101210,102030,97830,99590,1217530,VNM
2018-04-18,99870,101210,99480,101210,756500,VNM
2018-04-19,101210,101650,100620,101210,845170,VNM
2018-04-20,100940,100940,99870,100410,739700,VNM
2018-04-23,99870,100350,98240,98470,636940,VNM
2018-04-24,96630,97720,95070,97170,1469750,VNM
2018-04-26,98200,98200,97170,97720,959520,VNM
2018-04-27,98470,102030,98240,99870,997890,VNM
2018-05-02,100410,100410,99590,99590,619230,VNM
2018-05-03,100940,100940,99330,99870,878320,VNM
2018-05-04,99760,99870,99170,99330,735730,VNM
2018-05-07,99870,102840,99590,102570,771810,VNM
2018-05-08,102840,102840,99930,99930,514230,VNM
2018-05-09,99870,100410,99330,99870,555260,VNM
2018-05-10,100410,100410,96630,97170,451010,VNM
2018-05-11,97170,97720,95550,96100,1006620,VNM
2018-05-14,96630,97170,95010,96100,575000,VNM
2018-05-15,97170,97440,95010,95010,1240740,VNM
2018-05-16,95010,95600,91290,91290,1644010,VNM
2018-05-17,91230,91500,89080,89080,1028400,VNM
2018-05-18,89620,92370,89390,92370,1153810,VNM
2018-05-21,92850,92850,89120,89620,1042490,VNM
2018-05-22,89080,89620,86370,87450,1185350,VNM
2018-05-23,86430,91500,86430,90310,971280,VNM
2018-05-24,91230,91450,90040,90690,807290,VNM
2018-05-25,90140,90690,89620,89620,512860,VNM
2018-05-28,89080,89350,87450,89080,464830,VNM
2018-05-29,88270,91500,87450,91010,703120,VNM
2018-05-30,90690,90750,89120,89350,491920,VNM
2018-05-31,89350,89620,88270,88630,2231710,VNM
2018-06-01,89620,91340,89350,90810,1051610,VNM
2018-06-04,91760,94590,91230,94470,965230,VNM
2018-06-05,95010,97680,94190,96110,879160,VNM
2018-06-06,96110,96110,94190,95010,463720,VNM
2018-06-07,95450,96590,95390,96270,401900,VNM
2018-06-08,95070,96110,95070,96110,505520,VNM
2018-06-11,96110,98820,95830,97790,721050,VNM
2018-06-12,97180,98270,96640,98270,873690,VNM
2018-06-13,98270,98270,97400,98270,472470,VNM
2018-06-14,97790,98270,97030,97740,767750,VNM
2018-06-15,96970,97990,96640,97740,1114730,VNM
2018-06-18,96700,97630,93770,93770,356320,VNM
2018-06-19,93380,93380,89640,90290,1076550,VNM
2018-06-20,90120,92190,90010,91640,569890,VNM
2018-06-21,91640,92570,91210,92310,381390,VNM
2018-06-22,91480,96910,91480,96640,1123650,VNM
2018-06-25,98820,98820,96910,97300,637320,VNM
2018-06-26,95830,96640,94470,95510,250240,VNM
2018-06-27,94790,95510,94790,95010,320100,VNM
2018-06-28,94470,94790,91760,92310,748160,VNM
2018-06-29,92310,93660,92310,92310,1164710,VNM
2018-07-02,92310,92840,91760,92840,974640,VNM
2018-07-03,92310,92360,91760,92310,1055480,VNM
2018-07-04,92310,92310,90670,90670,856350,VNM
2018-07-05,90670,91210,89040,89590,880690,VNM
2018-07-06,89040,92310,89040,90120,449020,VNM
2018-07-09,91700,92040,90560,90670,320530,VNM
2018-07-10,90670,91700,90670,90670,701800,VNM
2018-07-11,90670,91480,90120,90670,729620,VNM
2018-07-12,90670,91640,90670,91380,158530,VNM
2018-07-13,91380,91640,90010,90290,384360,VNM
2018-07-16,90790,91380,90010,91210,557460,VNM
2018-07-17,90400,91210,90340,91160,588420,VNM
2018-07-18,91210,91760,90940,91760,503880,VNM
2018-07-19,93940,93940,91760,92570,970590,VNM
2018-07-20,92720,92720,91860,92040,620700,VNM
2018-07-23,91760,93270,91320,92310,685300,VNM
2018-07-24,92190,92840,91920,92250,566120,VNM
2018-07-25,92310,92520,92250,92250,427050,VNM
2018-07-26,92250,93110,91760,93110,519640,VNM
2018-07-27,92840,93110,91530,91640,290680,VNM
2018-07-30,91760,92250,91110,91480,453180,VNM
2018-07-31,91210,91760,90670,91320,634220,VNM
2018-08-01,91210,91320,90450,90610,684770,VNM
2018-08-02,90290,90610,87780,89590,1590510,VNM
2018-08-03,89410,89410,87580,87740,1232510,VNM
2018-08-06,87950,87950,86600,86810,1238870,VNM
2018-08-07,86870,86870,83070,83070,2337260,VNM
2018-08-08,82520,84970,82520,84430,1267410,VNM
2018-08-09,85790,86760,84690,85240,770210,VNM
2018-08-10,85240,85670,84690,85350,908450,VNM
2018-08-13,85240,85240,84380,84740,1245500,VNM
2018-08-14,86320,86810,85670,85840,995480,VNM
2018-08-15,86060,87080,85890,86060,1081050,VNM
2018-08-16,85790,86120,84490,86120,1038700,VNM
2018-08-17,86320,86600,86060,86060,408930,VNM
2018-08-20,86320,87900,86120,86930,1290170,VNM
2018-08-21,87260,88510,87040,88510,664240,VNM
2018-08-22,88930,88980,87900,88510,640010,VNM
2018-08-23,88510,88650,88230,88650,410280,VNM
2018-08-24,88650,88650,88060,88060,453010,VNM
2018-08-27,88510,88510,86870,87040,1141160,VNM
2018-08-28,86930,86990,86320,86480,1057220,VNM
2018-08-29,86600,86660,85190,85570,1124120,VNM
2018-08-30,85570,85620,84430,84970,899040,VNM
2018-08-31,85240,86210,85080,85080,726110,VNM
2018-09-04,85670,85670,85020,85080,690780,VNM
2018-09-05,85810,85810,82630,82840,1250390,VNM
2018-09-06,82840,83430,80530,80590,1234110,VNM
2018-09-07,80530,84220,80530,83890,882130,VNM
2018-09-10,84150,84730,84030,84220,603870,VNM
2018-09-11,84150,87380,84150,87120,1533670,VNM
2018-09-12,87780,88970,87260,87380,1342390,VNM
2018-09-13,87120,87450,86320,87200,655170,VNM
2018-09-14,87200,88450,87200,87780,969270,VNM
2018-09-17,88450,89770,87980,89770,1148720,VNM
2018-09-18,89840,91610,89240,91080,1310670,VNM
2018-09-19,91080,91220,90360,90950,929630,VNM
2018-09-20,90560,90620,89770,89770,771520,VNM
2018-09-21,89770,90950,89040,90950,1840850,VNM
2018-09-24,90950,90950,89910,90430,639720,VNM
2018-09-25,90430,90490,89910,90360,480150,VNM
2018-09-26,90360,90360,89960,90090,418120,VNM
2018-09-27,90430,92410,90290,91420,980840,VNM
2018-09-28,91420,91670,90620,90620,520020,VNM
2018-10-01,90290,90430,89770,89960,514820,VNM
2018-10-02,89110,90830,89110,90430,581340,VNM
2018-10-03,90430,90490,90090,90360,701280,VNM
2018-10-04,90360,90430,89710,90360,304620,VNM
2018-10-05,89770,89840,89110,89240,519180,VNM
2018-10-08,88520,88900,87780,87780,566750,VNM
2018-10-09,87260,87780,86320,86400,660630,VNM
2018-10-10,86140,86400,85670,85810,636650,VNM
2018-10-11,81180,85140,81180,83820,1182360,VNM
2018-10-12,83820,84950,82240,84810,957810,VNM
2018-10-15,85140,85140,82910,82970,692180,VNM
2018-10-16,83160,83430,82630,83160,988520,VNM
2018-10-17,84150,84150,83360,83760,444290,VNM
2018-10-18,83760,83820,83100,83160,349110,VNM
2018-10-19,82570,83690,81920,83690,1087950,VNM
2018-10-22,83160,83690,83030,83030,316450,VNM
2018-10-23,82970,82970,80330,81510,1197220,VNM
2018-10-24,81510,81510,80460,80910,742160,VNM
2018-10-25,79210,79800,77290,79210,1154690,VNM
2018-10-26,80460,80530,79800,80200,643020,VNM
2018-10-29,80200,80200,78340,79210,488810,VNM
2018-10-30,79210,79210,77420,77420,535070,VNM
2018-10-31,77420,77890,75570,76630,1075800,VNM
